key,baseline_present,vcomp_present
239,true,false
240,false,true
241,false,true
242,true,true
243,true,false
244,true,true
245,false,true
246,false,true
247,false,false
248,false,true
249,false,true
250,true,false
251,true,true
252,true,true
253,true,true
254,false,false
255,true,true
256,true,true
257,true,false
258,false,true
259,true,true
260,false,true
261,false,false
262,false,true
263,false,true
264,false,false
265,true,true
266,true,true
267,true,true
268,false,false
269,false,true
270,true,true
271,true,false
272,true,true
273,true,true
274,true,true
275,false,false
276,true,true
277,false,true
278,false,true
279,true,false
280,false,true
281,true,true
282,true,false
283,false,true
284,true,true
285,true,true
286,true,false
287,true,true
288,true,true
289,false,false
290,true,true
291,true,true
292,true,true
293,true,false
294,true,true
295,true,true
296,false,false
297,true,true
298,false,true
299,true,true
300,false,false
301,true,true
302,true,true
303,true,false
304,false,true
305,true,true
306,true,true
307,true,false
308,true,true
309,true,true
310,true,false
311,true,true
312,false,true
313,true,true
314,false,false
315,true,true
316,false,true
317,false,true
318,true,false
319,false,true
320,true,true
321,false,false
322,false,true
323,true,true
324,true,true
325,true,false
326,true,true
327,false,true
328,true,false
329,true,true
330,false,true
331,true,true
332,true,false
333,false,true
334,true,true
335,true,false
336,true,true
337,true,true
338,true,true
339,true,false
340,false,true
341,false,true
342,true,false
343,true,true
344,true,true
345,true,true
346,false,false
347,true,true
348,true,true
349,false,true
350,false,false
351,true,true
352,true,true
353,false,false
354,false,true
355,true,true
356,false,true
357,true,false
358,true,true
359,true,true
360,true,false
361,true,true
362,false,true
363,true,true
364,false,false
365,false,true
366,false,true
367,true,false
368,false,true
369,false,true
370,true,true
371,true,false
372,true,true
373,false,true
374,false,false
375,true,true
376,true,true
377,true,true
378,true,false
379,true,true
380,false,true
381,true,false
382,false,true
383,true,true
384,true,true
385,false,false
386,true,true
387,false,true
388,true,true
389,true,false
390,true,true
391,true,true
392,true,false
393,false,true
394,true,true
395,false,true
396,false,false
397,false,true
398,false,true
399,false,false
400,true,true
401,false,true
402,false,true
403,true,false
404,false,true
405,false,true
406,true,false
407,false,true
408,true,true
409,true,true
410,true,false
411,false,true
412,true,true
413,true,false
414,true,true
415,true,true
416,true,true
417,false,false
418,false,true
419,true,true
420,false,false
421,true,true
422,true,true
423,false,true
424,false,false
425,true,true
426,true,true
427,true,true
428,true,false
429,true,true
430,true,true
431,false,false
432,false,true
433,true,true
434,true,true
435,true,false
436,true,true
437,true,true
438,true,false
439,true,true
440,true,true
441,true,true
442,true,false
443,true,true
444,false,true
445,true,false
446,true,true
447,true,true
448,false,true
449,true,false
450,false,true
451,true,true
452,false,false
453,true,true
454,false,true
455,true,true
456,false,false
457,false,true
458,false,true
459,false,true
460,true,false
461,true,true
462,true,true
463,true,false
464,true,true
465,true,true
466,true,true
467,false,false
468,true,true
469,false,true
470,true,false
471,true,true
472,true,true
473,true,true
474,false,false
475,true,true
476,true,true
477,true,false
478,false,true
479,true,true
480,true,true
481,false,false
482,true,true
483,false,true
484,false,false
485,true,true
486,true,true
487,false,true
488,false,false
489,true,true
490,false,true
491,true,false
492,true,true
493,true,true
494,true,true
495,true,false
496,true,true
497,true,true
498,false,true
499,true,false
500,false,true
501,true,true
502,true,false
503,false,true
504,true,true
505,false,true
506,false,false
507,true,true
508,false,true
509,false,false
510,true,true
511,true,true
512,true,true
513,false,false
514,true,true
515,false,true
516,false,false
517,true,true
518,false,true
519,true,true
520,true,false
521,true,true
522,true,true
523,true,false
524,false,true
525,true,true
526,true,true
527,true,false
528,false,true
529,true,true
530,true,true
531,true,true
532,true,true
533,true,false
534,true,true
535,false,true
536,false,false
537,false,true
538,true,true
539,true,false
540,true,true
541,true,true
542,true,false
543,true,true
544,true,true
545,true,false
546,true,true
547,true,true
548,true,false
549,true,true
550,false,false
551,true,true
552,true,true
553,false,false
554,true,true
555,true,true
556,true,false
557,true,true
558,false,true
559,false,false
560,false,true
561,false,true
562,true,false
563,false,true
564,true,true
565,false,false
566,true,true
567,false,true
568,true,false
569,false,true
570,false,true
571,true,false
572,false,true
573,true,true
574,true,false
575,false,true
576,false,true
577,false,false
578,true,true
579,false,true
580,true,false
581,false,true
582,true,true
583,false,false
584,true,true
585,false,false
586,true,true
587,true,true
588,true,false
589,true,true
590,true,true
591,false,false
592,true,true
593,false,true
594,true,false
595,false,true
596,false,true
597,false,false
598,true,true
599,false,true
600,true,false
601,true,true
602,true,true
603,true,false
604,false,true
605,true,true
606,true,false
607,false,true
608,true,true
609,false,false
610,false,true
611,true,true
612,false,false
613,false,true
614,false,true
615,true,false
616,true,true
617,false,true
618,true,false
619,true,true
620,true,true
621,true,false
622,false,true
623,false,false
624,false,true
625,true,true
626,true,false
627,true,true
628,true,true
629,false,false
630,false,true
631,true,true
632,false,false
633,true,true
634,false,true
635,true,false
636,false,true
637,false,true
638,false,false
639,true,true
640,true,true
641,false,false
642,true,true
643,false,true
644,true,false
645,true,true
646,false,true
647,false,false
648,true,true
649,false,true
650,false,false
651,false,true
652,false,true
653,true,false
654,false,true
655,false,true
656,true,false
657,true,true
658,false,true
659,false,false
660,true,true
661,true,false
662,true,true
663,false,true
664,true,false
665,true,true
666,true,true
667,true,false
668,false,true
669,true,true
670,false,false
671,true,true
672,true,true
673,false,false
674,true,true
675,true,true
676,true,false
677,true,true
678,true,true
679,true,false
680,true,true
681,false,true
682,true,false
683,false,true
684,true,true
685,true,false
686,true,true
687,false,true
688,true,false
689,false,true
690,false,true
691,true,false
692,false,true
693,true,true
694,false,false
695,false,true
696,true,true
697,true,false
698,true,true
699,false,false
700,true,true
701,true,true
702,true,false
703,true,true
704,true,true
705,true,false
706,true,true
707,false,true
708,true,false
709,true,true
710,false,true
711,true,false
712,true,true
713,false,true
714,true,false
715,true,true
716,true,true
717,true,false
718,true,true
719,false,true
720,true,false
721,true,true
722,true,true
723,true,false
724,true,true
725,true,true
726,true,false
727,false,true
728,true,true
729,true,false
730,true,true
731,true,true
732,true,false
733,true,true
734,true,false
735,false,true
736,true,true
737,true,false
738,false,true
739,true,true
740,false,false
741,true,true
742,false,true
743,true,false
744,true,true
745,false,true
746,false,false
747,true,true
748,false,true
749,false,false
750,true,true
751,true,true
752,false,false
753,false,true
754,true,true
755,false,false
756,true,true
757,true,true
758,false,false
759,true,true
760,false,true
761,true,false
762,true,true
763,false,true
764,true,false
765,true,true
766,true,true
767,false,false
768,false,true
769,false,true
770,true,false
771,true,true
772,true,false
773,false,true
774,true,true
775,true,false
776,false,true
777,true,true
778,false,false
779,true,true
780,true,true
781,false,false
782,true,true
783,true,true
784,false,false
785,false,true
786,false,true
787,true,false
788,true,true
789,true,true
790,true,false
791,true,true
792,true,true
793,true,false
794,true,true
795,false,true
796,true,false
797,false,true
798,true,true
799,true,false
800,true,true
801,true,true
802,true,false
803,true,true
804,true,true
805,false,false
806,true,true
807,false,true
808,false,false
809,true,true
810,true,false
811,true,true
812,false,true
813,false,false
814,true,true
815,false,true
816,true,false
817,false,true
818,true,true
819,true,false
820,true,true
821,true,true
822,true,false
823,true,true
824,true,true
825,true,false
826,true,true
827,false,true
828,true,false
829,true,true
830,false,true
831,true,false
832,true,true
833,true,true
834,false,false
835,true,true
836,false,true
837,false,false
838,true,true
839,true,true
840,false,false
841,true,true
842,true,true
843,true,false
844,true,true
845,true,false
846,true,true
847,true,true
848,false,false
849,true,true
850,true,true
851,false,false
852,true,true
853,true,true
854,true,false
855,false,true
856,true,true
857,true,false
858,true,true
859,true,true
860,false,false
861,true,true
862,true,true
863,true,false
864,false,true
865,false,true
866,true,false
867,true,true
868,false,true
869,true,false
870,true,true
871,true,true
872,true,false
873,true,true
874,false,true
875,true,false
876,false,true
877,true,true
878,true,false
879,false,true
880,true,true
881,true,false
882,false,true
883,true,false
884,false,true
885,true,true
886,false,false
887,true,true
888,true,true
889,true,false
890,false,true
891,false,true
892,false,false
893,true,true
894,true,true
895,true,false
896,false,true
897,false,true
898,true,false
899,true,true
900,false,true
901,true,false
902,false,true
903,true,true
904,false,false
905,true,true
906,true,true
907,true,false
908,false,true
909,true,true
910,false,false
911,true,true
912,false,true
913,true,false
914,false,true
915,false,true
916,true,false
917,true,true
918,false,true
919,true,false
920,false,true
921,false,false
922,true,true
923,true,true
924,true,false
925,false,true
926,false,true
927,true,false
928,true,true
929,false,true
930,false,false
931,true,true
932,false,true
933,false,false
934,false,true
935,false,true
936,false,false
937,true,true
938,true,true
939,true,false
940,true,true
941,true,true
942,true,false
943,false,true
944,true,true
945,false,false
946,true,true
947,false,true
948,true,false
949,false,true
950,true,true
951,false,false
952,false,true
953,true,true
954,true,false
955,false,true
956,false,false
957,true,true
958,false,true
959,false,false
960,true,true
961,true,true
962,true,false
963,true,true
964,false,true
965,true,false
966,true,true
967,true,true
968,false,false
969,false,true
970,true,true
971,true,false
972,false,true
973,false,true
974,false,false
975,false,true
976,true,true
977,true,false
978,true,true
979,false,true
980,true,false
981,true,true
982,true,true
983,true,false
984,true,true
985,true,true
986,false,false
987,false,true
988,false,true
989,true,false
990,false,true
991,true,true
992,true,false
993,false,true
994,true,false
995,false,true
996,true,true
997,false,false
998,false,true
999,true,true
